2001938521	347130694
1929489309	284362649
1661896954	2103668215
1491693522	100225769
169505737	1637625471
1782654567	1379275735
1929140828	29358983
122682644	62028484
1217461718	789989168
2135184723	449735275
1592448308	647565464
589995191	1655927342
147082806	1554301820
672338150	536075147
409268967	91959287
340101429	2091900077
293543371	54459497
1945763806	334111263
1006405285	599855987
1618883808	2044068251
1686802914	1297068062
1151100020	670877697
597421221	835635739
404532007	1732031587
623091568	215729189
570053016	2113622589
321282411	146431619
520083920	797836482
1308726869	2087129001
1552959545	234272081
1804861700	1670055166
1930543677	1707063046
418043034	827338169
274021500	2082541933
1230401094	1834471908
1243124393	449479762
1551147444	75257731
1325138690	365999796
1601380882	1034876878
781821802	1148265176
992686528	407651993
1065166372	734491001
1096835732	1087278549
623080494	206050844
1241436359	687021871
1552819000	1124015746
575791743	1364712918
1492342079	860833591
1383282169	2120770138
726339531	475825992
1497499730	1967536816
1485588673	260990226
128843507	625862738
1190635238	1590265396
899997079	1074945667
141791217	105188518
1814123259	105046704
1985789514	1045918435
1632740897	1342918898
602421349	1180678466
1076866624	154986160
719791030	1311430243
818945867	890099042
1762299216	1812102340
549836060	748683120
1229775390	1108436851
1540777789	1256415544
1736995004	521830366
2139615059	1441712175
1864232691	1069764294
610569256	833722911
1451465935	738675282
1422838611	604737166
272973663	2129703744
1938473862	318987327
1476840713	109892406
1448233332	824409298
1126122887	1516015159
1736919389	1242843270
637456258	476010801
469626679	2088553503
1634391497	459655091
931719035	1378343650
1313635886	1438253755
1863099017	578879166
1207530493	880777901
771957944	232065157
1629790234	529614432
103320830	461120087
1990461622	1312440659
1260461112	240084511
1184019117	1544690429
736896792	1873418807
497614464	2107435330
1703148712	2044122663
1435736810	457109505
1002531711	692777355
1161348897	833744842
1478111103	211205906
1088241322	110849453
62665287	1268200866
798345433	1632003630
2021402684	1868417433
2064123364	2012740948
1890366511	932010031
1573696419	1090379232
836492203	1136076535
1433355239	1150163355
1950823902	766581124
984235636	1291549897
892591906	1292787497
1388152988	1522427577
1407048486	100006616
1597197433	948001150
939732925	178693931
1874450886	1776390840
13214275	1160624257
662993498	1627856779
931307944	1716436801
42652739	1757216178
1111459610	1769196602
1721635707	828963756
652277587	1339709739
1111799114	1884039700
1391382140	489617246
1933668151	1961873422
1404215484	898238063
238504876	95417565
593852770	2053231914
128235045	1897115794
610411179	1168813714
638636308	389322207
886562864	639857918
23203669	939108106
554575343	1171623263
831171401	494888957
1988654580	1312357532
1990669713	80592762
2011311779	274315550
938808681	51738987
984396709	2028556904
1363834014	372923479
1654061933	1886925021
2107027758	697033713
910961510	558092197
805965434	1650315979
2070383803	574321323
645201962	483585320
305578946	1211300542
836438173	717180654
745001990	718510551
2075837707	1110240954
1506745071	1960069498
114057530	1709441038
1959398160	310379829
1116818649	293734053
252056077	346942277
765701245	658869480
1145025319	1093633368
954310709	752979833
1501855846	1182505838
620239308	629854188
625163361	1528828632
101883034	1931632789
698355373	1483438947
170975495	973331324
1538741472	2061962382
997782942	2008209005
1045969473	616822006
678172617	864699948
2112413710	174783955
1640898095	449422022
1211662440	2114692251
1425206950	436649731
1654691295	1148710084
111352279	1380476152
1637659030	99371943
645944941	117238201
126962195	347549824
1180972537	213977643
1198812325	405392018
406785382	43942647
1343216498	468963175
1830988564	1966011802
608354844	1696998197
17044627	1678167193
748800784	313812316
2046371325	1058336978
1505165163	1837859596
1927974128	106906094
1620016008	475238916
377501990	131130355
64725546	1255495029
387316915	1003394038
860297283	1491070725
1835513307	1125537261
1937273695	244407791
1828715662	1110633891
1744643248	606899783
954854785	362853572
333761206	72473179
2086030570	482902040
1452782475	1956315190
1668143832	1917740493
455539144	1214885182
68047660	419256044
1972454936	877126141
709702456	1123393006
31317847	1873514492
15924978	1809020008
220222310	996340683
1548967892	1600389601
319922830	1787120926
160569172	1079129540
680556429	1117501202
187326203	303697520
1789433410	1609564813
1963847717	1051197293
727337714	950768834
1485475156	1802717370
1943880757	1926130644
234391344	113062210
874963328	1579584402
1839355679	688666221
1739759695	1047671905
838666621	1343840978
814477807	1725654583
617271672	5709321
1845715941	1428246979
851230859	1545332638
820880639	539785643
2067676053	678465315
1516867829	764700141
333735829	648584029
747834554	1072294759
36005893	275034782
148577637	847718769
1579083984	1149892147
2056930231	123109288
1005653488	1144414963
477677128	294903238
774537896	636053752
1293497427	1377824685
